,Date,Open,High,Low,Close,Adj Close,Volume,daily_return,20_day_ma,50_day_ma
0,2021-11-01,148.04600524902344,148.04600524902344,143.22549438476562,143.4969940185547,143.14256286621094,46924000,,,
1,2021-11-02,144.57949829101562,146.60899353027344,144.3354949951172,145.4324951171875,145.07327270507812,33482000,0.0134880950773264,,
2,2021-11-03,145.90049743652344,146.66900634765625,144.59100341796875,146.59800720214844,146.23590087890625,27494000,0.008014110491756155,,
3,2021-11-04,147.12449645996094,149.73350524902344,146.30799865722656,148.2675018310547,147.90127563476562,38412000,0.011388249136321082,,
4,2021-11-05,149.16949462890625,150.32749938964844,148.19700622558594,148.8520050048828,148.48434448242188,38354000,0.003942220423287068,,
5,2021-11-08,149.8249969482422,150.61500549316406,148.4304962158203,149.031005859375,148.6628875732422,23052000,0.0012025424480262004,,
6,2021-11-09,149.23300170898438,149.83450317382812,147.2449951171875,148.9185028076172,148.55067443847656,19530000,-0.0007548969498599734,,
7,2021-11-10,147.5,148.07000732421875,144.53750610351562,145.89349365234375,145.5331268310547,29970000,-0.020313185388261323,,
8,2021-11-11,146.489501953125,147.53550720214844,145.60049438476562,145.76649475097656,145.4064483642578,16518000,-0.0008704905077523417,,
9,2021-11-12,146.61549377441406,148.85000610351562,145.41099548339844,148.67799377441406,148.31076049804688,22360000,0.019973719121197497,,
10,2021-11-15,148.90049743652344,149.54949951171875,147.5749969482422,148.45199584960938,148.08531188964844,23508000,-0.0015200495989177165,,
11,2021-11-16,148.14950561523438,148.7624969482422,147.3125,147.87600708007812,147.5107421875,18904000,-0.003879966491759146,,
12,2021-11-17,148.02749633789062,148.5594940185547,147.24000549316406,148.0469970703125,147.68130493164062,19594000,0.0011563065138875395,,
13,2021-11-18,148.2415008544922,150.58050537109375,147.88450622558594,149.8385009765625,149.46839904785156,35608000,0.012100913505183497,,
14,2021-11-19,149.97549438476562,150.9665069580078,148.8990020751953,148.92649841308594,148.5586395263672,33682000,-0.006086570257528234,,
15,2021-11-22,149.33250427246094,149.82949829101562,146.1475067138672,146.302001953125,145.9406280517578,30594000,-0.017622763496938032,,
16,2021-11-23,146.1529998779297,146.66000366210938,144.11500549316406,145.78199768066406,145.42190551757812,27218000,-0.003554320962932178,,
17,2021-11-24,145.47349548339844,146.24949645996094,144.3730010986328,146.1199951171875,145.7590789794922,18040000,0.002318512860989941,,
18,2021-11-26,144.34849548339844,144.5574951171875,141.84249877929688,142.18299865722656,141.83180236816406,30470000,-0.026943584666858866,,
19,2021-11-29,144.0,146.29750061035156,143.89349365234375,145.53050231933594,145.17103576660156,32596000,0.02354362823771572,146.9995994567871,
20,2021-11-30,145.0084991455078,146.0,141.60150146484375,141.8975067138672,141.54702758789062,42068000,-0.024963808600735216,146.91962509155275,
21,2021-12-01,144.0,145.95050048828125,140.91200256347656,141.05149841308594,140.70309448242188,34020000,-0.005962108287689727,146.70057525634766,
22,2021-12-02,141.25,143.864501953125,140.21449279785156,142.96600341796875,142.6128692626953,29194000,0.013573092284889787,146.51897506713868,
23,2021-12-03,143.68099975585938,144.39999389648438,140.30099487304688,142.00149536132812,141.6507568359375,41230000,-0.006746415466485689,146.20567474365234,
24,2021-12-06,143.04049682617188,143.8524932861328,140.14999389648438,143.15499877929688,142.8013916015625,30618000,0.00812317796396167,145.92082443237305,
25,2021-12-07,145.59649658203125,147.531005859375,145.2274932861328,147.26950073242188,146.90573120117188,32240000,0.028741587707100225,145.8327491760254,
26,2021-12-08,147.59649658203125,148.39300537109375,146.406005859375,148.18649291992188,147.82046508789062,24270000,0.006226626578751837,145.79614868164063,
27,2021-12-09,147.59100341796875,149.10000610351562,147.11500549316406,147.6385040283203,147.27383422851562,23270000,-0.0036979678836025487,145.88339920043944,
28,2021-12-10,148.6999969482422,148.9774932861328,146.70399475097656,148.00149536132812,147.63592529296875,24458000,0.0024586494925347147,145.99514923095703,
29,2021-12-13,147.781494140625,147.97000122070312,145.5175018310547,145.82650756835938,145.46630859375,27070000,-0.014695714983546493,145.8525749206543,
30,2021-12-14,143.96800231933594,144.47999572753906,141.21499633789062,143.90699768066406,143.55154418945312,38446000,-0.013162969611649644,145.62532501220704,
31,2021-12-15,143.40899658203125,146.7209930419922,141.67799377441406,146.4409942626953,146.07928466796875,36370000,0.017608570972026616,145.5535743713379,
32,2021-12-16,147.17050170898438,147.677001953125,143.60699462890625,144.44500732421875,144.0882110595703,33650000,-0.013629973959996655,145.37347488403321,
33,2021-12-17,142.5,143.83450317382812,141.3000030517578,141.72500610351562,141.37493896484375,50416000,-0.01883070430117295,144.96780014038086,
34,2021-12-20,140.0,141.77450561523438,139.3209991455078,141.60699462890625,141.25721740722656,27192000,-0.0008326792699037133,144.60182495117186,
35,2021-12-21,142.05349731445312,143.86900329589844,140.50250244140625,143.47250366210938,143.1181182861328,28756000,0.013173848072207672,144.4603500366211,
36,2021-12-22,143.0675048828125,146.5,143.0675048828125,146.4149932861328,146.0533447265625,26322000,0.02050908396324691,144.49199981689452,
37,2021-12-23,146.5,148.24349975585938,146.45199584960938,146.91650390625,146.55361938476562,26384000,0.003425268197343012,144.53182525634764,
38,2021-12-27,147.25599670410156,148.343994140625,147.16949462890625,147.906494140625,147.54116821289062,15976000,0.006738454891403789,144.81800003051757,
39,2021-12-28,148.23599243164062,148.2989959716797,146.05450439453125,146.68699645996094,146.32467651367188,18200000,-0.008245058391449622,144.87582473754884,
40,2021-12-29,146.64450073242188,147.41700744628906,145.6475067138672,146.65499877929688,146.29275512695312,17788000,-0.00021813576824303293,145.11369934082032,
41,2021-12-30,146.69400024414062,147.3000030517578,145.9945068359375,146.20050048828125,145.83938598632812,15688000,-0.0030990985291923234,145.37114944458008,
42,2021-12-31,146.0500030517578,146.69850158691406,144.8520050048828,144.8520050048828,144.4942169189453,18136000,-0.009223603742085196,145.46544952392577,
43,2022-01-03,145.05499267578125,145.8509979248047,143.71299743652344,144.9915008544922,144.63336181640625,28646000,0.0009630232567694463,145.61494979858398,
44,2022-01-04,145.39599609375,146.48500061035156,143.7165069580078,144.39950561523438,144.04283142089844,28400000,-0.00408296511015438,145.67717514038085,
45,2022-01-05,144.4199981689453,144.49949645996094,137.68800354003906,137.77499389648438,137.4346923828125,54618000,-0.04587627700334107,145.20244979858398,
46,2022-01-06,136.99850463867188,139.94000244140625,136.55850219726562,137.74749755859375,137.40725708007812,37348000,-0.00019957422688243742,144.68050003051758,
47,2022-01-07,138.14549255371094,138.44850158691406,135.76649475097656,137.01699829101562,136.67855834960938,29760000,-0.005303176322803194,144.14942474365233,
48,2022-01-10,135.0780029296875,138.8195037841797,133.1645050048828,138.66949462890625,138.3269805908203,44408000,0.012060520654384899,143.68282470703124,
49,2022-01-11,138.0070037841797,140.21600341796875,136.6925048828125,139.73599243164062,139.39083862304688,28730000,0.007690933074995465,143.3782989501953,145.11103942871094
50,2022-01-12,141.14999389648438,142.60800170898438,140.6945037841797,141.4304962158203,141.08116149902344,26108000,0.012126466164461114,143.2544738769531,145.06970947265626
51,2022-01-13,141.5399932861328,142.85000610351562,138.40899658203125,138.58700561523438,138.24468994140625,31436000,-0.020105215470974658,142.86177444458008,144.9327996826172
52,2022-01-14,137.07899475097656,140.74200439453125,136.99850463867188,139.48049926757812,139.13597106933594,29662000,0.006447167599712866,142.61354904174806,144.7904495239258
53,2022-01-18,136.1750030517578,137.13150024414062,135.43850708007812,135.9980010986328,135.66207885742188,34872000,-0.024967634810831307,142.32719879150392,144.54505950927734
54,2022-01-19,136.52349853515625,137.95950317382812,135.0155029296875,135.1165008544922,134.78274536132812,28648000,-0.006481714709184017,142.0026741027832,144.27034942626952
55,2022-01-20,136.25,137.62600708007812,132.96449279785156,133.3074951171875,132.9782257080078,29908000,-0.013388488643980012,141.49442367553712,143.95587921142578
56,2022-01-21,132.593505859375,134.86549377441406,130.0865020751953,130.35150146484375,130.02952575683594,55652000,-0.02217424946545732,140.69124908447264,143.5845391845703
57,2022-01-24,125.97799682617188,131.2030029296875,124.5,130.8040008544922,130.4809112548828,76622000,0.0034713784234428058,139.88562393188477,143.28274932861328
58,2022-01-25,128.74000549316406,129.3990020751953,126.50050354003906,126.93499755859376,126.6214599609375,46960000,-0.029578631162836877,138.8370491027832,142.90611938476562
59,2022-01-26,131.11900329589844,133.0,127.14199829101562,129.23300170898438,128.91378784179688,49130000,0.018103786934961175,137.96434936523437,142.51721954345703
60,2022-01-27,131.3040008544922,132.65249633789062,128.9324951171875,129.0050048828125,128.6863555908203,31950000,-0.0017642306775887961,137.08184967041015,142.1282797241211
61,2022-01-28,129.65899658203125,133.35650634765625,128.48500061035156,133.3509979248047,133.02162170410156,34362000,0.033688561509222614,136.43937454223632,141.83777954101564
62,2022-01-31,134.16200256347656,135.47300720214844,132.20950317382812,135.30349731445312,134.9692840576172,39986000,0.014641805611004477,135.96194915771486,141.58290954589845
63,2022-02-01,137.59449768066406,137.79299926757812,134.36849975585938,137.6439971923828,137.30401611328125,68644000,0.017298147678254328,135.59457397460938,141.33901947021485
64,2022-02-02,151.25,151.54649353027344,145.5225067138672,148.0,147.6344451904297,123200000,0.07523759131422758,135.77459869384765,141.32048950195312
65,2022-02-03,145.70550537109375,149.6750030517578,142.66549682617188,143.08999633789062,142.73655700683594,71518000,-0.033175700419657894,136.04034881591798,141.25624938964845
66,2022-02-04,143.4445037841797,144.875,140.51499938964844,143.29299926757812,142.93905639648438,57998000,0.0014187080500591698,136.3176239013672,141.2064694213867
67,2022-02-07,144.25,144.25,138.89999389648438,139.2010040283203,138.857177734375,54974000,-0.028556839902671216,136.42682418823242,141.06808959960938
68,2022-02-08,139.02650451660156,140.0,137.01400756835938,139.3990020751953,139.0546875,54284000,0.0014223895025549105,136.4632995605469,141.01240966796874
69,2022-02-09,140.9635009765625,142.52450561523438,140.18699645996094,141.5919952392578,141.24224853515625,40144000,0.015731770898040898,136.55609970092775,140.9336395263672
70,2022-02-10,139.70350646972656,141.4844970703125,137.95700073242188,138.6199951171875,138.277587890625,39330000,-0.020989888002131196,136.4155746459961,140.8680892944336
71,2022-02-11,138.60000610351562,139.156494140625,133.39999389648438,134.28250122070312,133.95082092285156,39958000,-0.031290535631728456,136.20034942626953,140.73270935058594
72,2022-02-14,133.25650024414062,136.3000030517578,133.25650024414062,135.5260009765625,135.19125366210938,34302000,0.009260326137473296,136.00262451171875,140.5839093017578
73,2022-02-15,137.57049560546875,138.10850524902344,135.82150268554688,136.60850524902344,136.2710723876953,26680000,0.007987428719660628,136.03314971923828,140.47604949951173
74,2022-02-16,136.64649963378906,138.08599853515625,134.9239959716797,137.73800659179688,137.39779663085938,25022000,0.008268162664648582,136.16422500610352,140.36770965576173
75,2022-02-17,136.2429962158203,137.11349487304688,132.47850036621094,132.53900146484375,132.2116241455078,38950000,-0.03774561034820989,136.12580032348632,140.07309967041016
76,2022-02-18,133.4669952392578,134.07000732421875,130.19650268554688,130.4029998779297,130.08090209960938,45620000,-0.016116022931413454,136.1283752441406,139.71742980957032
77,2022-02-22,129.83799743652344,132.1804962158203,128.22349548339844,129.81350708007812,129.49285888671875,44990000,-0.004520546294206285,136.07885055541993,139.36092987060547
78,2022-02-23,131.64849853515625,132.05099487304688,127.52749633789062,127.58799743652344,127.2728500366211,32786000,-0.017143898917867162,136.11150054931642,138.95265991210937
79,2022-02-24,124.95349884033205,133.0,124.95349884033205,132.6909942626953,132.3632354736328,54456000,0.039995900309593546,136.28440017700194,138.68994964599608
80,2022-02-25,133.552001953125,135.27149963378906,131.75149536132812,134.45950317382812,134.1273956298828,36406000,0.01332802516824616,136.55712509155273,138.50099975585937
81,2022-02-28,133.0500030517578,135.75149536132812,132.59249877929688,135.0570068359375,134.72341918945312,38864000,0.00444374438403905,136.64242553710938,138.27332000732423
82,2022-03-01,134.8784942626953,136.2554931640625,133.218505859375,134.06149291992188,133.7303466796875,26496000,-0.007371064555169227,136.5803253173828,138.06564971923828
83,2022-03-02,134.6280059814453,135.2624969482422,133.07150268554688,134.57150268554688,134.23910522460938,23520000,0.0038042972259726415,136.42670059204102,137.9225796508789
84,2022-03-03,136.00999450683594,136.4394989013672,133.02549743652344,133.89950561523438,133.5687713623047,24604000,-0.004993606052558941,135.72167587280273,137.76842987060547
85,2022-03-04,132.92750549316406,133.85150146484375,130.33749389648438,131.906494140625,131.58067321777344,30430000,-0.014884382623012615,135.16250076293946,137.53710968017577
86,2022-03-07,131.48800659179688,131.73500061035156,126.29499816894533,126.37850189208984,126.06634521484376,45112000,-0.041908416143952576,134.31677589416503,137.1363798522949
87,2022-03-08,126.25,131.25,125.67449951171876,127.10449981689452,126.7905502319336,40428000,0.0057446315151337135,133.71195068359376,136.74013977050782
88,2022-03-09,131.25,133.73550415039062,129.90049743652344,133.4199981689453,133.0904541015625,37026000,0.049687448997862704,133.41300048828126,136.45040985107423
89,2022-03-10,131.26600646972656,133.27200317382812,130.91250610351562,132.42950439453125,132.10240173339844,27102000,-0.007423877889428776,132.95487594604492,136.16526000976563
90,2022-03-11,133.48849487304688,133.79550170898438,129.63150024414062,129.87049865722656,129.54971313476562,31526000,-0.01932353178398183,132.51740112304688,135.8295700073242
91,2022-03-14,130.25,130.40899658203125,125.2750015258789,125.95099639892578,125.639892578125,38812000,-0.03018008168772579,132.100825881958,135.4245799255371
92,2022-03-15,126.97599792480467,129.85450744628906,125.72049713134766,129.197998046875,128.8788604736328,30920000,0.02577988059471137,131.78442573547363,135.11149978637695
93,2022-03-16,130.73300170898438,133.33299255371094,128.7344970703125,133.28050231933594,132.9512939453125,35576000,0.03159881990570579,131.61802558898927,134.87727981567383
94,2022-03-17,133.1490020751953,134.08050537109375,132.18499755859375,133.83900451660156,133.50840759277344,28264000,0.004190426863244223,131.4230754852295,134.66606979370118
95,2022-03-18,133.42449951171875,136.24400329589844,132.2584991455078,136.12550354003906,135.78927612304688,44566000,0.017083951212098825,131.60240058898927,134.63307998657226
96,2022-03-21,136.1634979248047,137.0500030517578,134.09249877929688,136.10150146484375,135.76531982421875,26832000,-0.00017632313248527876,131.88732566833497,134.60016006469726
97,2022-03-22,136.10150146484375,141.0500030517578,136.10150146484375,139.8679962158203,139.52252197265625,35496000,0.027674160170447992,132.39005012512206,134.65718002319335
98,2022-03-23,138.70249938964844,139.5885009765625,137.8350067138672,138.27549743652344,137.93394470214844,25154000,-0.011385726702194288,132.92442512512207,134.6493000793457
99,2022-03-24,139.1999969482422,141.61900329589844,137.75050354003906,141.57200622558594,141.22232055664062,26396000,0.02384015136576023,133.3684757232666,134.6860203552246
100,2022-03-25,141.91600036621094,142.03500366210938,139.7375030517578,141.67300415039062,141.32305908203125,24126000,0.000713403217891484,133.72915077209473,134.69087051391602
101,2022-03-28,140.90049743652344,142.00250244140625,139.81149291992188,141.45550537109375,141.10610961914062,35050000,-0.0015352168227193985,134.04907569885253,134.7482405090332
102,2022-03-29,142.6475067138672,143.7935028076172,142.0384979248047,142.5054931640625,142.15350341796875,34318000,0.0074227425098387645,134.47127571105958,134.80874038696288
103,2022-03-30,142.4600067138672,142.7205047607422,141.60000610351562,141.93850708007812,141.58790588378906,19884000,-0.00397869633931669,134.83962593078613,134.92755050659179
